Rk,Name,Age,Tm,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
120,Byron Buxton,28,MIN,382,.369,140,.244,.303,7.3%,30.4%,8.9%,92.9,50.2%,21.3%,30.7%,36.0%,0.44,36.0%,48.4%,15.6%,1.4,0.8%,8.5,37%,100%,44%,buxtoby01
121,Miguel Cabrera,39,DET,433,.282,81,.324,.063,1.2%,23.3%,6.5%,89.9,38.5%,25.9%,52.5%,19.6%,1.10,19.3%,58.8%,21.9%,-1.9,-0.1%,-9.5,16%,100%,10%,cabremi01
122,Oswaldo Cabrera,23,NYY,171,.325,109,.305,.182,3.5%,25.7%,8.8%,86.1,34.8%,25.0%,28.6%,36.6%,0.41,27.7%,50.9%,21.4%,0.4,-0.1%,3.2,31%,60%,33%,cabreos01
123,Lorenzo Cain,36,MIL,156,.221,36,.229,.055,0.6%,23.1%,5.1%,87.9,36.4%,20.0%,59.1%,15.5%,1.44,23.6%,60.0%,16.4%,-1.7,-1.2%,-12.1,44%,50%,54%,cainlo01
124,Kole Calhoun,34,TEX,424,.260,62,.263,.134,2.8%,32.1%,6.4%,90.8,48.2%,27.1%,38.0%,26.3%,0.61,38.8%,52.2%,9.0%,-2.3,-0.5%,-13.2,25%,60%,37%,calhoko01
125,Willie Calhoun,27,TOT,62,.248,52,.140,.115,1.6%,12.9%,14.5%,89.4,39.5%,20.5%,36.4%,29.5%,0.57,47.7%,40.9%,11.4%,0.0,0.1%,-5.7,38%,,40%,calhowi01
126,Willie Calhoun,27,TEX,53,.260,61,.135,.136,1.9%,11.3%,15.1%,89.8,37.8%,21.1%,36.8%,31.6%,0.58,44.7%,44.7%,10.5%,0.2,0.1%,-3.7,43%,,33%,calhowi01
127,Willie Calhoun,27,SFG,9,.177,-1,.167,.000,0.0%,22.2%,11.1%,87.1,50.0%,16.7%,33.3%,16.7%,0.50,66.7%,16.7%,16.7%,-0.2,0.0%,-2.0,0%,,50%,calhowi01
128,Alex Call,27,TOT,131,.325,116,.278,.175,3.8%,22.9%,11.5%,85.7,31.0%,22.6%,36.9%,31.0%,0.60,35.7%,50.0%,14.3%,-0.2,0.0%,0.4,30%,50%,42%,callal02
129,Alex Call,27,CLE,16,.278,77,.250,.000,0.0%,25.0%,25.0%,85.4,25.0%,25.0%,50.0%,25.0%,1.00,37.5%,62.5%,0.0%,0.0,0.0%,-0.1,29%,,67%,callal02
130,Alex Call,27,WSN,115,.331,122,.282,.196,4.4%,22.6%,9.6%,85.7,31.6%,22.4%,35.5%,31.6%,0.56,35.5%,48.7%,15.8%,-0.3,0.0%,0.5,30%,50%,38%,callal02
131,Johan Camargo,28,PHI,166,.275,70,.295,.079,1.8%,22.3%,7.8%,85.4,27.6%,26.7%,41.4%,22.4%,0.73,34.5%,47.4%,18.1%,-1.0,-0.5%,-4.0,11%,,38%,camarjo01
132,Daz Cameron,25,DET,70,.286,79,.302,.125,1.4%,28.6%,7.1%,90.4,43.2%,22.7%,31.8%,31.8%,0.47,25.0%,50.0%,25.0%,0.3,0.0%,0.6,25%,100%,60%,camerda01
133,Luis Campusano,23,SDP,50,.254,63,.297,.083,2.0%,22.0%,2.0%,87.7,36.8%,15.8%,44.7%,28.9%,0.81,21.1%,57.9%,21.1%,-0.3,-0.1%,-3.5,25%,,25%,campulu01
134,Jeimer Candelario,28,DET,467,.282,83,.257,.145,2.8%,23.3%,6.0%,87.2,34.9%,24.4%,42.6%,24.1%,0.74,29.9%,51.5%,18.5%,-1.4,-0.4%,-7.3,31%,0%,40%,candeje01
135,Mark Canha,33,NYM,542,.346,124,.309,.136,2.4%,17.9%,8.9%,87.7,36.8%,23.3%,46.1%,24.7%,0.85,31.7%,43.1%,25.2%,2.1,1.2%,26.3,31%,75%,40%,canhama01
136,Robinson Canó,39,TOT,104,.177,3,.189,.040,1.0%,24.0%,3.9%,87.7,41.3%,20.0%,53.3%,18.7%,1.18,34.7%,38.7%,26.7%,-1.0,-0.7%,-10.1,22%,,20%,canoro01
137,Robinson Canó,39,NYM,43,.222,36,.241,.073,2.3%,25.6%,4.7%,84.1,40.0%,16.7%,56.7%,16.7%,1.42,33.3%,36.7%,30.0%,-0.4,-0.3%,-3.6,22%,,20%,canoro01
138,Robinson Canó,39,SDP,34,.100,-47,.130,.000,0.0%,29.4%,2.9%,89.5,39.1%,21.7%,52.2%,26.1%,1.09,30.4%,47.8%,21.7%,-0.3,-0.2%,-3.0,25%,,50%,canoro01
139,Robinson Canó,39,ATL,27,.202,15,.182,.038,0.0%,14.8%,3.7%,90.6,45.5%,22.7%,50.0%,13.6%,1.00,40.9%,31.8%,27.3%,-0.3,-0.2%,-3.5,20%,,0%,canoro01
140,Conner Capel,25,TOT,59,.364,143,.317,.212,5.1%,17.0%,8.5%,87.6,31.8%,29.5%,43.2%,25.0%,0.76,27.3%,56.8%,15.9%,-0.3,-0.2%,2.8,21%,50%,0%,capelco01
141,Conner Capel,25,STL,19,.239,49,.133,.176,5.3%,10.5%,5.3%,87.4,31.3%,18.8%,50.0%,31.3%,1.00,31.3%,56.3%,12.5%,-0.2,-0.2%,-1.9,0%,,,capelco01
142,Conner Capel,25,OAK,40,.423,189,.423,.229,5.0%,20.0%,10.0%,87.7,32.1%,35.7%,39.3%,21.4%,0.65,25.0%,57.1%,17.9%,-0.1,0.0%,4.7,27%,50%,0%,capelco01
143,Vinny Capra,25,TOR,7,.325,109,.250,.000,0.0%,14.3%,28.6%,87.4,50.0%,50.0%,50.0%,0.0%,1.00,100.0%,0.0%,0.0%,0.1,0.1%,0.0,40%,,100%,capravi01
144,Victor Caratini,28,MIL,314,.292,84,.228,.143,2.9%,21.3%,9.9%,89.1,43.5%,25.1%,49.8%,19.8%,1.00,27.5%,53.1%,19.3%,0.1,-0.1%,-2.0,20%,,14%,caratvi01
145,Dylan Carlson,23,STL,488,.310,100,.281,.144,1.6%,19.3%,9.2%,85.6,27.4%,25.1%,41.8%,27.5%,0.73,31.6%,51.2%,17.3%,-0.3,0.1%,-2.2,32%,71%,64%,carlsdy01
146,Kerry Carpenter,24,DET,113,.343,126,.303,.233,5.3%,28.3%,5.3%,87.2,36.1%,22.2%,40.3%,30.6%,0.67,34.7%,44.4%,20.8%,-0.2,0.0%,0.1,35%,,40%,carpeke01
147,Matt Carpenter,36,NYY,154,.476,219,.304,.422,9.7%,22.7%,12.3%,88.3,42.6%,25.3%,24.2%,40.0%,0.33,51.6%,36.8%,11.6%,0.4,0.2%,20.6,27%,,36%,carpema01
148,Corbin Carroll,21,ARI,115,.362,135,.333,.240,3.5%,27.0%,7.0%,85.8,32.9%,27.4%,47.9%,19.2%,0.92,41.1%,37.0%,21.9%,-0.3,0.0%,1.4,27%,67%,86%,carroco02
149,Curt Casali,33,TOT,176,.306,95,.263,.128,2.8%,28.4%,13.6%,87.1,39.4%,23.0%,28.0%,36.0%,0.39,34.0%,47.0%,19.0%,-0.1,-0.1%,-4.2,29%,,40%,casalcu01
150,Curt Casali,33,SFG,126,.318,101,.300,.139,3.2%,28.6%,11.9%,87.1,40.5%,27.0%,29.7%,35.1%,0.42,36.5%,47.3%,16.2%,0.3,0.2%,-0.6,24%,,30%,casalcu01
151,Curt Casali,33,SEA,50,.277,79,.160,.100,2.0%,28.0%,18.0%,87.1,36.0%,11.5%,23.1%,38.5%,0.30,26.9%,46.2%,26.9%,-0.4,-0.3%,-3.6,43%,,60%,casalcu01
152,Triston Casas,22,BOS,95,.354,120,.208,.211,5.3%,24.2%,20.0%,86.0,41.5%,13.2%,56.6%,28.3%,1.30,37.7%,50.9%,11.3%,0.6,0.0%,4.6,21%,100%,11%,casastr01
153,Nick Castellanos,30,PHI,558,.312,95,.326,.126,2.3%,23.3%,5.2%,87.5,35.3%,22.0%,42.9%,28.5%,0.75,25.8%,49.5%,24.7%,-1.2,-0.7%,-9.0,27%,88%,26%,casteni01
154,Diego Castillo,24,PIT,283,.287,79,.239,.176,3.9%,26.5%,5.0%,89.1,38.7%,20.4%,41.4%,34.0%,0.71,33.5%,51.3%,15.2%,-0.6,-0.5%,-6.3,28%,50%,46%,castidi02
155,Harold Castro,28,DET,443,.306,100,.318,.110,1.6%,17.8%,3.8%,86.4,33.6%,27.5%,43.4%,25.7%,0.78,30.1%,46.8%,23.1%,0.6,-0.1%,2.2,24%,0%,42%,castrha01
156,Jason Castro,35,HOU,88,.187,6,.211,.064,1.1%,45.5%,9.1%,88.6,35.9%,17.9%,48.7%,33.3%,0.95,30.8%,51.3%,17.9%,-1.0,-0.7%,-11.5,29%,100%,50%,castrja01
157,Rodolfo Castro,23,PIT,278,.320,103,.284,.194,4.0%,26.6%,7.9%,86.5,35.2%,17.2%,49.4%,24.4%,1.01,31.7%,52.8%,15.6%,-0.9,-0.3%,-6.4,19%,63%,60%,castrro01
158,Willi Castro,25,DET,392,.291,88,.288,.126,2.0%,20.9%,3.8%,84.3,31.5%,23.7%,41.8%,24.4%,0.73,24.4%,55.4%,20.2%,-0.6,-0.2%,-8.0,36%,69%,51%,castrwi01
159,Jake Cave,29,MIN,177,.300,91,.268,.171,2.8%,27.7%,6.2%,90.7,42.7%,22.2%,36.8%,39.3%,0.58,24.8%,59.8%,15.4%,0.1,-0.2%,-2.8,29%,100%,50%,caveja01
160,Gilberto Celestino,23,MIN,347,.292,86,.310,.064,0.6%,22.2%,9.2%,86.8,34.6%,22.0%,59.7%,14.4%,1.52,16.1%,53.4%,30.5%,-0.8,-0.4%,-12.3,24%,80%,22%,celesgi01
161,Yu Chang,26,TOT,190,.269,72,.290,.107,2.1%,31.1%,8.4%,88.8,36.9%,25.2%,41.4%,28.8%,0.71,30.6%,54.1%,15.3%,-0.7,-0.2%,-6.4,29%,0%,63%,changyu01
162,Yu Chang,26,TOT,141,.276,76,.298,.111,2.1%,29.1%,8.5%,88.7,39.1%,25.3%,44.8%,25.3%,0.81,34.5%,49.4%,16.1%,-0.3,-0.1%,-3.3,29%,,64%,changyu01
163,Yu Chang,26,CLE,10,.000,-125,.000,.000,0.0%,70.0%,0.0%,98.8,66.7%,0.0%,0.0%,100.0%,0.00,33.3%,66.7%,0.0%,-0.4,-0.2%,-3.4,,,,changyu01
164,Yu Chang,26,PIT,49,.250,59,.261,.095,2.0%,36.7%,8.2%,89.2,29.2%,25.0%,29.2%,41.7%,0.41,16.7%,70.8%,12.5%,-0.5,-0.1%,-3.1,31%,0%,60%,changyu01
165,Yu Chang,26,TBR,105,.299,95,.324,.125,2.9%,25.7%,6.7%,88.8,39.4%,25.4%,43.7%,26.8%,0.78,36.6%,43.7%,19.7%,0.3,0.2%,0.4,28%,,67%,changyu01
166,Yu Chang,26,BOS,26,.291,77,.231,.100,0.0%,26.9%,19.2%,85.4,30.8%,30.8%,61.5%,0.0%,1.60,23.1%,76.9%,0.0%,-0.1,0.0%,-0.3,33%,,50%,changyu01
167,Matt Chapman,29,TOR,621,.329,112,.277,.204,4.4%,27.4%,11.0%,92.2,51.3%,22.3%,34.6%,30.0%,0.53,31.1%,55.8%,13.1%,0.0,0.0%,-0.1,32%,50%,46%,chapmma01
168,Michael Chavis,26,PIT,426,.281,74,.294,.160,3.3%,29.6%,4.5%,85.2,38.8%,24.4%,44.8%,21.9%,0.82,27.2%,58.1%,14.7%,-1.3,0.0%,-14.0,24%,50%,30%,chavimi01
169,Robinson Chirinos,38,BAL,220,.269,65,.248,.108,1.8%,30.5%,8.6%,83.5,33.1%,20.8%,39.2%,25.4%,0.67,34.6%,56.2%,9.2%,-0.8,-0.3%,-8.1,11%,100%,17%,chiriro01
170,Jazz Chisholm Jr.,24,MIA,241,.364,133,.294,.282,5.8%,27.4%,8.7%,89.6,46.7%,20.7%,37.3%,34.7%,0.62,42.0%,44.0%,14.0%,1.9,1.0%,19.2,39%,71%,75%,chishja01
171,Ji-Man Choi,31,TBR,419,.328,116,.320,.154,2.6%,29.4%,13.8%,92.1,47.5%,23.7%,46.2%,25.0%,0.87,33.5%,50.0%,16.5%,-0.3,-0.4%,8.3,19%,,34%,choiji01
172,Kody Clemens,26,DET,127,.222,37,.148,.162,3.9%,26.0%,6.3%,89.4,37.2%,17.4%,38.4%,36.0%,0.62,47.7%,37.2%,15.1%,-0.5,0.0%,-6.7,28%,100%,64%,clemeko01
173,Ernie Clement,26,TOT,179,.220,37,.217,.025,0.0%,14.5%,6.2%,83.4,25.7%,18.6%,45.0%,28.6%,0.86,22.1%,52.9%,25.0%,-1.3,-0.6%,-14.8,33%,0%,38%,clemeer01
174,Ernie Clement,26,CLE,161,.232,45,.238,.021,0.0%,14.9%,6.8%,83.9,27.4%,20.2%,46.0%,25.8%,0.90,23.4%,50.8%,25.8%,-1.1,-0.6%,-11.3,32%,0%,38%,clemeer01
175,Ernie Clement,26,OAK,18,.120,-36,.063,.056,0.0%,11.1%,0.0%,79.5,12.5%,6.3%,37.5%,50.0%,0.60,12.5%,68.8%,18.8%,-0.2,0.0%,-3.5,50%,,,clemeer01
176,Zack Collins,27,TOT,108,.246,50,.208,.165,3.7%,38.0%,8.3%,91.0,40.4%,24.6%,28.1%,40.4%,0.39,47.4%,38.6%,14.0%,-0.6,-0.1%,-6.0,24%,,33%,colliza01
177,Zack Collins,27,TOR,79,.298,89,.270,.222,5.1%,39.2%,7.6%,91.7,39.0%,24.4%,22.0%,46.3%,0.28,46.3%,41.5%,12.2%,-0.1,-0.1%,-1.3,18%,,67%,colliza01
178,Zack Collins,27,PIT,29,.103,-54,.063,.000,0.0%,34.5%,10.3%,89.2,43.8%,25.0%,43.8%,25.0%,0.78,50.0%,31.3%,18.8%,-0.5,0.0%,-4.7,50%,,0%,colliza01
179,Mark Contreras,27,MIN,61,.209,24,.114,.172,4.9%,34.4%,1.6%,94.9,57.9%,18.4%,47.4%,23.7%,0.90,39.5%,44.7%,15.8%,-1.4,-0.3%,-9.2,67%,100%,60%,contrma01
180,William Contreras,24,ATL,376,.376,139,.344,.228,5.3%,27.7%,10.4%,90.4,46.8%,18.5%,53.4%,24.6%,1.15,26.7%,56.9%,16.4%,1.3,0.9%,11.0,27%,100%,36%,contrwi02
181,Willson Contreras,30,CHC,487,.368,136,.270,.224,4.5%,21.2%,9.2%,90.4,48.9%,20.3%,51.1%,22.9%,1.05,29.5%,48.9%,21.6%,0.0,-0.2%,4.6,29%,67%,38%,contrwi01
182,Garrett Cooper,31,MIA,469,.336,115,.340,.155,1.9%,25.4%,8.5%,89.6,43.8%,28.7%,45.3%,25.0%,0.83,24.0%,56.0%,20.0%,-0.4,-0.1%,5.9,19%,,38%,coopega03
183,Franchy Cordero,27,BOS,275,.309,89,.313,.178,2.9%,33.5%,10.2%,88.3,45.5%,26.6%,37.0%,27.9%,0.61,35.1%,44.2%,20.8%,0.1,0.0%,5.0,37%,80%,46%,cordefr02
184,Carlos Correa,27,MIN,590,.367,142,.339,.176,3.7%,20.5%,10.3%,89.9,44.7%,25.7%,42.0%,25.9%,0.72,27.4%,55.3%,17.3%,1.4,0.8%,21.1,25%,0%,33%,correca01
185,Brandon Crawford,35,SFG,458,.294,84,.280,.113,2.0%,21.4%,8.5%,87.8,35.4%,21.7%,46.6%,23.6%,0.88,30.4%,52.4%,17.3%,-0.1,-0.5%,-9.2,31%,50%,40%,crawfbr01
186,J.P. Crawford,27,SEA,603,.309,103,.275,.093,1.0%,13.3%,11.3%,84.6,29.8%,27.2%,45.4%,18.2%,0.85,27.2%,53.5%,19.3%,-0.6,0.0%,-5.5,26%,60%,37%,crawfjp01
187,C.J. Cron,32,COL,632,.339,104,.307,.210,4.6%,26.0%,6.8%,88.7,42.4%,26.0%,39.2%,27.9%,0.64,23.8%,54.8%,21.4%,0.4,0.6%,10.6,29%,,32%,croncj01
188,Jake Cronenworth,28,SDP,684,.326,115,.275,.152,2.5%,19.2%,10.2%,87.3,34.1%,21.1%,35.8%,34.1%,0.56,28.2%,52.8%,19.0%,1.5,1.1%,26.1,34%,100%,43%,croneja01
189,Narciso Crook,26,CHC,9,.239,44,.333,.125,0.0%,33.3%,0.0%,97.5,50.0%,33.3%,50.0%,16.7%,1.00,33.3%,66.7%,0.0%,-0.1,0.0%,-1.2,50%,,0%,crookna01
190,Nelson Cruz,41,WSN,507,.301,93,.295,.103,2.0%,23.5%,9.7%,90.9,46.6%,22.9%,53.0%,19.3%,1.13,23.8%,52.7%,23.5%,0.9,0.2%,3.7,27%,100%,40%,cruzne02
191,Oneil Cruz,23,PIT,361,.324,104,.317,.218,4.7%,34.9%,7.8%,91.9,46.3%,21.4%,49.5%,22.8%,0.98,36.4%,50.0%,13.6%,-0.4,0.0%,7.0,32%,71%,72%,cruzon01
192,Charlie Culberson,33,TEX,124,.278,80,.329,.104,1.6%,25.0%,4.0%,82.6,27.3%,19.3%,53.4%,17.0%,1.27,20.5%,65.9%,13.6%,-0.2,0.0%,-2.0,35%,40%,46%,culbech01
193,Travis d'Arnaud,33,ATL,426,.347,119,.306,.205,4.2%,21.1%,4.5%,88.5,39.3%,22.9%,45.4%,25.2%,0.83,28.8%,53.9%,17.3%,0.7,0.3%,18.8,36%,,38%,darnatr01
194,Bobby Dalbec,27,BOS,353,.302,83,.293,.155,3.4%,33.4%,8.2%,90.3,46.0%,21.2%,38.9%,33.5%,0.64,24.1%,57.1%,18.7%,-1.1,-0.5%,-11.7,31%,100%,35%,dalbebo01
195,Matt Davidson,31,TOT,37,.224,48,.158,.176,5.4%,35.1%,8.1%,87.3,33.3%,9.5%,47.6%,33.3%,0.91,42.9%,42.9%,14.3%,-0.1,0.0%,-2.5,17%,0%,0%,davidma02
196,Matt Davidson,31,ARI,13,.317,102,.000,.300,7.7%,23.1%,23.1%,84.7,28.6%,0.0%,42.9%,42.9%,0.75,42.9%,42.9%,14.3%,0.0,0.0%,-1.0,0%,,,davidma02
197,Matt Davidson,31,OAK,24,.174,18,.231,.125,4.2%,41.7%,0.0%,88.6,35.7%,14.3%,50.0%,28.6%,1.00,42.9%,42.9%,14.3%,-0.1,0.0%,-1.6,33%,0%,0%,davidma02
198,Brendon Davis,24,DET,11,.249,42,.286,.000,0.0%,27.3%,9.1%,88.0,42.9%,14.3%,14.3%,42.9%,0.17,33.3%,33.3%,33.3%,0.0,0.0%,-0.5,67%,100%,67%,davisbr04
199,J.D. Davis,29,TOT,365,.336,117,.360,.170,3.3%,33.4%,10.7%,92.4,56.1%,25.3%,46.0%,22.7%,0.85,21.7%,60.1%,18.2%,0.4,-0.3%,-0.2,30%,50%,30%,davisjd01
200,J.D. Davis,29,NYM,207,.307,98,.345,.122,1.9%,31.9%,9.7%,93.3,58.1%,26.5%,49.6%,20.5%,0.98,20.5%,61.5%,17.9%,-0.5,-0.4%,-2.7,34%,50%,32%,davisjd01
201,J.D. Davis,29,SFG,158,.375,142,.384,.234,5.1%,35.4%,12.0%,91.0,53.1%,23.5%,40.7%,25.9%,0.69,23.5%,58.0%,18.5%,0.9,0.0%,2.5,24%,,28%,davisjd01
202,Jaylin Davis,27,BOS,27,.356,124,.615,.042,0.0%,40.7%,11.1%,88.2,38.5%,53.8%,38.5%,7.7%,0.63,7.7%,84.6%,7.7%,-0.1,0.0%,-0.4,31%,,0%,davisja03
203,Jonathan Davis,30,MIL,91,.290,73,.340,.013,0.0%,28.6%,15.4%,83.6,21.6%,27.5%,54.9%,13.7%,1.27,31.4%,56.9%,11.8%,0.2,0.1%,-1.4,26%,88%,25%,davisjo05
204,Ronnie Dawson,27,CIN,3,.000,-137,.000,.000,0.0%,66.7%,0.0%,102.6,100.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.5,,,,dawsoro01
205,Yonathan Daza,28,COL,408,.331,101,.347,.083,0.5%,14.2%,6.4%,84.4,25.1%,24.4%,55.0%,17.8%,1.24,19.7%,57.2%,23.1%,0.5,0.3%,2.9,38%,0%,53%,dazayo01
206,Bryan De La Cruz,25,MIA,355,.316,98,.304,.179,3.7%,25.4%,5.4%,90.8,47.3%,30.5%,42.4%,24.7%,0.74,29.2%,54.3%,16.5%,-0.5,-0.4%,-8.4,26%,100%,29%,delacbr01
207,Austin Dean,28,SFG,9,.467,207,.375,.000,0.0%,0.0%,11.1%,83.6,25.0%,12.5%,87.5%,0.0%,7.00,25.0%,50.0%,25.0%,0.0,0.0%,0.3,25%,,,deanau01
208,Paul DeJong,28,STL,237,.239,50,.213,.129,2.5%,33.3%,8.9%,87.6,37.6%,21.8%,32.3%,34.6%,0.48,33.1%,44.4%,22.6%,-0.7,0.0%,-10.7,25%,60%,38%,dejonpa01
209,Jason Delay,27,PIT,167,.242,50,.308,.058,0.6%,29.9%,5.4%,84.5,28.3%,26.4%,40.6%,22.6%,0.69,22.6%,60.4%,17.0%,-0.3,0.0%,-6.1,37%,0%,21%,delayja01
210,Ben DeLuzio,27,STL,25,.261,79,.200,.050,0.0%,20.0%,12.0%,70.2,12.5%,31.3%,31.3%,12.5%,0.50,25.0%,68.8%,6.3%,-0.4,0.0%,-2.4,30%,0%,33%,deluzbe01
211,Travis Demeritte,27,ATL,96,.263,59,.291,.124,3.1%,33.3%,6.3%,88.8,37.9%,22.4%,50.0%,22.4%,1.00,34.5%,46.6%,19.0%,-0.5,-0.2%,-5.5,27%,,40%,demertr01
212,Rafael Devers,25,BOS,614,.381,143,.329,.225,4.4%,18.6%,8.1%,93.0,51.1%,26.4%,42.1%,23.9%,0.73,27.3%,53.2%,19.6%,3.1,1.2%,37.4,30%,75%,29%,deverra01
213,Aledmys Díaz,31,HOU,327,.307,95,.256,.161,3.7%,16.2%,5.5%,86.4,36.8%,28.3%,39.8%,24.4%,0.66,35.4%,48.4%,16.1%,-0.1,-0.1%,-3.1,27%,50%,30%,diazal02
214,Elias Díaz,31,COL,381,.295,73,.270,.140,2.4%,21.5%,6.6%,88.4,40.1%,21.0%,47.8%,22.8%,0.92,24.6%,54.0%,21.3%,-1.1,-0.8%,-9.7,20%,0%,24%,diazel01
215,Jordan Diaz,21,OAK,51,.269,73,.310,.061,0.0%,13.7%,3.9%,86.9,31.0%,23.8%,66.7%,7.1%,2.00,31.0%,52.4%,16.7%,-0.4,0.0%,-3.2,20%,,33%,diazjo03
216,Lewin Díaz,25,MIA,174,.234,40,.214,.119,2.9%,31.0%,6.3%,88.3,28.7%,21.3%,37.0%,35.2%,0.59,36.1%,52.8%,11.1%,-1.3,-0.1%,-11.9,21%,100%,27%,diazle01
217,Yainer Diaz,23,HOU,9,.216,29,.167,.125,0.0%,22.2%,11.1%,93.8,50.0%,0.0%,50.0%,16.7%,1.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.7,0%,,,diazya02
218,Yandy Díaz,30,TBR,558,.370,148,.323,.127,1.6%,10.8%,14.0%,92.2,49.6%,24.4%,50.0%,19.6%,1.00,17.4%,55.6%,27.1%,1.0,0.5%,25.0,29%,50%,40%,diazya01
219,Yusniel Diaz,25,BAL,1,.000,-129,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,diazyu01
220,Alex Dickerson,32,ATL,36,.190,6,.130,.091,2.8%,25.0%,8.3%,90.1,41.7%,29.2%,37.5%,25.0%,0.60,37.5%,54.2%,8.3%,-0.3,-0.1%,-4.2,33%,,100%,dickeal01
221,Corey Dickerson,33,STL,297,.305,97,.301,.132,2.0%,16.2%,4.0%,87.7,32.9%,25.1%,46.8%,20.9%,0.88,28.1%,54.0%,17.9%,-1.1,-0.1%,-2.6,25%,,47%,dickeco01
222,Wilmer Difo,30,ARI,6,.000,-126,.000,.000,0.0%,16.7%,0.0%,79.3,40.0%,0.0%,80.0%,0.0%,4.00,40.0%,40.0%,20.0%,-0.1,0.0%,-1.2,,,,difowi01
223,Brandon Dixon,30,SDP,14,.218,38,.333,.071,0.0%,35.7%,0.0%,88.4,33.3%,33.3%,33.3%,11.1%,0.50,22.2%,33.3%,44.4%,-0.2,0.0%,-2.6,25%,,100%,dixonbr01
224,Josh Donaldson,36,NYY,546,.311,99,.283,.153,2.8%,27.1%,9.9%,90.7,43.3%,24.1%,43.5%,25.9%,0.77,33.3%,53.9%,12.8%,0.1,0.2%,3.8,29%,50%,23%,donaljo02
225,Brendan Donovan,25,STL,468,.352,132,.330,.097,1.1%,15.0%,12.8%,87.4,37.8%,24.4%,53.7%,19.1%,1.18,29.9%,48.1%,21.9%,1.8,0.5%,19.3,32%,40%,51%,donovbr01
226,Jeter Downs,23,BOS,41,.183,-1,.278,.103,2.4%,51.2%,2.4%,82.9,21.1%,15.8%,36.8%,36.8%,0.58,31.6%,57.9%,10.5%,-0.2,-0.1%,-3.3,38%,,100%,downsje01
227,Hunter Dozier,30,KCR,500,.305,92,.298,.152,2.4%,25.0%,6.8%,88.4,38.7%,25.1%,42.6%,24.0%,0.75,31.7%,50.9%,17.5%,-2.0,0.1%,-15.8,29%,57%,29%,doziehu01
228,Brandon Drury,29,TOT,568,.353,123,.293,.230,4.9%,22.2%,6.7%,89.1,42.5%,24.0%,40.9%,28.3%,0.69,28.4%,53.3%,18.3%,2.9,0.3%,26.9,38%,40%,35%,drurybr01
229,Brandon Drury,29,CIN,385,.371,130,.306,.246,5.2%,21.8%,7.5%,89.0,42.7%,22.8%,42.9%,26.5%,0.75,30.5%,50.8%,18.8%,2.5,0.1%,25.3,38%,50%,28%,drurybr01
230,Brandon Drury,29,SDP,183,.314,109,.267,.196,4.4%,23.0%,4.9%,89.2,42.1%,26.6%,36.7%,32.0%,0.58,24.2%,58.6%,17.2%,0.4,0.2%,1.5,38%,0%,50%,drurybr01
231,Mauricio Dubón,27,TOT,265,.247,53,.221,.099,1.9%,11.3%,4.9%,83.7,29.9%,20.4%,37.6%,31.7%,0.62,20.4%,64.3%,15.4%,-1.2,-0.2%,-15.1,40%,40%,57%,dubonma01
232,Mauricio Dubón,27,SFG,49,.283,75,.214,.152,4.1%,8.2%,2.0%,83.9,38.6%,15.9%,34.1%,36.4%,0.54,15.9%,65.9%,18.2%,-0.1,0.0%,-2.3,67%,,60%,dubonma01
233,Mauricio Dubón,27,HOU,216,.239,48,.222,.086,1.4%,12.0%,5.6%,83.6,27.7%,21.5%,38.4%,30.5%,0.64,21.5%,63.8%,14.7%,-1.2,-0.2%,-12.8,34%,40%,56%,dubonma01
234,Matt Duffy,31,LAA,247,.279,74,.313,.061,0.8%,20.2%,6.9%,87.1,26.0%,25.3%,46.1%,25.8%,0.85,18.5%,51.1%,30.3%,-1.2,-0.4%,-8.8,16%,,39%,duffyma01
235,Steven Duggar,28,TOT,80,.214,20,.344,.069,0.0%,51.3%,8.8%,92.9,46.9%,21.9%,40.6%,34.4%,0.68,25.0%,56.3%,18.8%,-1.4,-0.4%,-7.9,37%,83%,71%,duggast01
236,Steven Duggar,28,TOT,41,.183,9,.364,.056,0.0%,61.0%,12.2%,91.3,27.3%,36.4%,27.3%,27.3%,0.38,36.4%,36.4%,27.3%,-1.2,-0.3%,-6.7,50%,50%,50%,duggast01
237,Steven Duggar,28,SFG,39,.247,32,.333,.083,0.0%,41.0%,5.1%,93.7,57.1%,14.3%,47.6%,38.1%,0.91,19.0%,66.7%,14.3%,-0.1,-0.1%,-1.2,22%,100%,100%,duggast01
238,Steven Duggar,28,TEX,19,.202,29,.600,.000,0.0%,63.2%,10.5%,90.4,20.0%,60.0%,20.0%,20.0%,0.25,40.0%,20.0%,40.0%,-0.8,-0.3%,-4.0,33%,50%,100%,duggast01
239,Steven Duggar,28,LAA,22,.166,-8,.167,.105,0.0%,59.1%,13.6%,92.0,33.3%,16.7%,33.3%,33.3%,0.50,33.3%,50.0%,16.7%,-0.4,0.0%,-2.8,75%,,33%,duggast01
